review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,5/23/2018 0:00,5/28/2018 12:48
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,A entrega foi dividida em duas. NÃ£o houve comunicado do loja. Cheguei a pensar que sÃ³ haviam enviado parte do produto. ,1/20/2018 0:00,5/15/2018 0:45
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenÃ§Ã£o com a entrega,4/27/2018 0:00,4/30/2018 8:04
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,MÃ©dio,A peÃ§a nÃ£o serviu,5/11/2018 0:00,5/14/2018 14:08
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"Espero receber esta semana, o que nÃ£o seria tÃ£o extravagante, porÃ©m...mais atrazo do que isso me faria desistir do baratheon.",8/26/2018 0:00,8/29/2018 2:48
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,7/4/2018 0:00,7/5/2018 0:56
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,Faltou 1 produto e os que recebi 1 veio quebrado,5/23/2018 0:00,5/23/2018 22:23
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto Ã© de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",7/7/2018 0:00,7/9/2018 18:12
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,nÃ£o recebi ainda,aqui estÃ¡ descrevendo como entregue sÃ³ que ate agora nÃ£o recebi,6/28/2018 0:00,6/29/2018 16:34
4656b8ed41c17f6be05e911e211ecd8f,7bdfa70c4049e7319a3182997e27cb95,3,recomendo,Comecei a usar agora ,5/8/2018 0:00,5/10/2018 13:57
557ae9c16a8ea3909db2fc5a01bc5151,287b045cfe9ba0ed08308efc06c366ae,3,Suspense,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lÃ¡ nÃ£o compro mais",5/24/2018 0:00,5/25/2018 12:23
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,Recomendo,8/22/2018 0:00,8/23/2018 1:51
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,7/14/2018 0:00,7/17/2018 14:28
c7475b2c4448321756b6136327f1394e,e11c61aa2d539f826865ea728496f6d4,5,super recoendo,muito bom e rapido quando vi ja tinha chegado,8/23/2018 0:00,8/24/2018 18:42
65b934c20d632fc2df0fd4723464fa78,824d9780d0313771024a0c70fe9dd9a7,3,Erraram na caixa acÃºstica,"Apesar de ter sido entregue rapidamente, substituÃ­ram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessÃ³rios estavam corretos.",6/12/2018 0:00,6/12/2018 22:36
8023f946d9b261cb0ecb604703427917,f23c71439ab24ac853522e783dd7dec2,5,Ã“tima compra,"Entregue dentro do prazo, e com bom perÃ­odo de validade.",5/5/2018 0:00,5/6/2018 0:28
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,HorrÃ­vel,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes nÃ£o sabiam o que estava acontecendo, uma bagunÃ§a, agora estou esperando para ver se vai ser cobrado",8/5/2018 0:00,8/5/2018 9:27
4940d39efaa50e020312724f6a6e5efa,1a1ef8dc595adbce0e5d75d806d69286,5,super recomendo,produto de qualidade e eficiÃªncia na entrega. recebi muito antes do combinado. recomendo,6/8/2018 0:00,6/8/2018 20:47
7bd303edd3865abe8addb98d2a2e6577,d66d818e0e5486b4382bdaad63390b53,5,Muito bom. ,Produto bom veio no dentro do prazo chegou em 08 dias estÃ£o de parabÃ©ns. ,8/1/2018 0:00,8/1/2018 18:52
3fb929ba2924ff0a47858efb007ceee1,df8e5e994bcc820fcf403f9a875201e6,5,otimo,entrega rapida,8/7/2018 0:00,8/8/2018 12:05
382d855ffdd4f5e66594dbfb1566e96f,f506fd1443d94ad16f25a94426fb8805,5,10,Cada vez que compro mais fico satisfeita parabÃ©ns pela honestidade com seus clientes ðŸ‘ðŸ‘ðŸ‘ðŸ‘?,6/3/2018 0:00,6/4/2018 0:38
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,bfaea68f958681ec9d22aa2114b45721,4,recomendo,Tudo rÃ¡pido e eficiente.,8/12/2018 0:00,8/14/2018 12:49
8f9aa50ee40780ba3f79614530a34ebe,729c445f5f350f88d5c9a3911d6e9bc0,5,Muito bom ,Creme maravilhoso e entrega super rÃ¡pida,5/10/2018 0:00,5/10/2018 16:21
f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,Qualidade ruim!,A capa protetora nÃ£o Ã© exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,5/19/2018 0:00,5/20/2018 13:07
ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Insatisfeito,No site o produto parece ter melhor qualidade de material e acabamento.,7/6/2018 0:00,7/9/2018 19:07
3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELENTE PRODUTO,ParabÃ©ns .Produto entregue bem antes do prazo.Atendeu Ã s minhas necessidades.,7/4/2018 0:00,7/4/2018 22:24
8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",5/8/2018 0:00,5/10/2018 17:19
5c1ba09de5c746017d406bd2cfefeca3,327eb42fa668b532239f44713415a37a,3,nao entrega do produto,recebe apenas 01 peÃ§a do produto! estou precisando da 2 peÃ§as restante! ,4/26/2018 0:00,4/26/2018 13:36
d6c0b888949f0c3f236d67f588913930,4cd9478b63edacb631dcf780b036b157,4,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,7/1/2018 0:00,7/3/2018 22:47
949127f36b466d3e93a6f3688062cd77,6d2fbf76787b9f35b1f3c3835a8a6a01,5,Captador Presys Blend,Tudo ok!,8/4/2018 0:00,8/6/2018 12:54
320ae91d4c5cb8164c168fc68392a5fb,934e266bc66e8ed5bba8266dfde60175,1,Produto pirata!,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nÃ­vel da tinta. JÃ¡ solicitei a troca. ",5/22/2018 0:00,5/23/2018 1:03
6d7d0a5e33c92adf782b137720eeefa6,d9aefa5d4ccd369c783f5121e069a470,5,produto fraco ,quanto ao site nÃ£o tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto Ã© fraco.. ,5/11/2018 0:00,5/14/2018 12:04
f922b9d00a755863556181c1a366193d,af168723acee7d4de0144ad5361f547d,3,Nota 8,"Fiquei feliz com. O tecido ,mas acho que faltou o lenÃ§ol de cima para ficar completo , espero que logo lancem.",7/7/2018 0:00,7/9/2018 21:54
032cfb72d792d30b6181b482d85f8d1a,c1ba0776bb79a0826691352f8d6ea4e0,5,Tudo certo!,"A compra ocorreu como o esperado, desde de o pedido atÃ© o recebimento do produto. Tudo bem certinho. ",7/12/2018 0:00,7/13/2018 2:40
f74dd1cc5d081bff126d062eec26f695,4a359800ff0688de3eabc92972987238,5,Otimo,Tudo como anunciado....Ã“timo produto...,5/11/2018 0:00,5/12/2018 9:51
3f71ee62eb5acdc9b5121f6d99901583,e2f6cc7f7084110fd5473cfdae918307,5,perfeito!!,Muito satisfeito.,5/1/2018 0:00,5/8/2018 4:00
668aad714767396c2b7d949a27913bb7,b4138bbc55ffe9ddeb824f7e3068fc50,4,Lol pet,Otimo produto porem caro demais !!! ,7/3/2018 0:00,7/4/2018 0:57
30a4f0f115950517b46d48046b609bd1,384f8660f6bc7396d5a875b60285c2dd,5,Excelente,Tive um pÃ³s venda excelente atravÃ©s do Sr Renato,8/24/2018 0:00,8/24/2018 23:59
0a9d200bdef258e70eb48398e1287d6d,f9dba21dfbb520ed911cebc91688195e,5,1000000,Muito bom,5/11/2018 0:00,5/12/2018 11:07
19910e37f2130c56f553edfbdc0c65fb,00b12f4674177ef40c4bdb034138c843,5,Ã“timo custo x benefÃ­cio,Produto chegou dentro do prazo. Veio conforme descriÃ§Ã£o e Ã© excelente.,7/21/2018 0:00,7/24/2018 13:29
4fa8392da03c452f77faa3f2952fa346,0bb77e62d791c3e5b009815ac19825be,5,Bom ,Muito bom mesmo!,5/24/2018 0:00,5/26/2018 15:55
c1f198cdce8b992a9cddc3aaba11e689,bf6a2df6b944199274254f8bb0159ec3,5,Produto e entrega Ã³timos,"Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rÃ¡pida e o produto veio bem embalado. Recomendo.",8/21/2018 0:00,8/21/2018 23:10
edd86e0af4dc62b340c60d846643cbf9,9537e35e835d4ae6b7b219b8b2e36817,5,PRODUTO OK,"prazo foi estendido,porÃ©m entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fÃ¡cil e linda",8/28/2018 0:00,8/30/2018 12:38
7dd163fe175817e9e57f965a4382ecab,c1387d81aa7018f9ecca06376610696d,4,Recomendo a todos. ,Boa compra.,5/11/2018 0:00,5/11/2018 20:47
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisiÃ§Ã£o. E recomendo. A Ãºnica coisa que nÃ£o concordo Ã© com o valor de frete. AutÃ­ssimo.,8/21/2018 0:00,8/22/2018 11:09
21d7fa60f781a98de43940c2573d07ee,a41bb2f937139613df86a333fdbaa7c9,5,Super recomendo,Entrega e produto perfeito!,8/24/2018 0:00,8/28/2018 20:47
12f226601192062b644b158e0af9e723,b636037a882bd588f102f9f3fc29b2ca,5,Super satisfeita. ,"Produto perfeito, entrega rÃ¡pida. Estou satisfeitÃ­ssima. ðŸ‘ðŸ½",8/8/2018 0:00,8/9/2018 9:57
83f2d758c5e31f14e3d8ce9bff55780e,0ec7299d65db721d9a6b5c95c2ff494a,5,Super recomendo,"Como sempre, excelente serviÃ§o.",6/9/2018 0:00,6/11/2018 10:35
56f8b1f478a87c6604588ad148e61ca8,635607b37cf3b851396ef5a76be8b89f,5,Muito bom o produto ,"Muito bom o produto, melhor que esperava e foi entregue no prazo, gostei bastante. ",8/7/2018 0:00,8/8/2018 2:42
c68c027ea1d9979f147099c68efd93e6,e87c331d21a3fb3085079a9b32f4a56c,5,10,"Gostei muito , o objeto veio o mesmo comprado, jÃ¡ comprei em outras lojas e veio outra cor Ã± Gostei! Com lannister tudo ok.",6/19/2018 0:00,6/22/2018 1:55
bde05133984518116b3d77d994e375d3,2a743fc30067036b7910663ced5a0b7b,2,produto incorreto,O produto nÃ£o estÃ¡ nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca,6/14/2018 0:00,6/15/2018 23:26
cf8b4347ae76e6b7992a8c63f3d51774,f0fb77580603e4f955c60d3fe023553f,5,otimo,tudo certinho entrega no prazo Ã³timo.,8/3/2018 0:00,8/6/2018 11:48
f54fd311f6fd8cd1b4affd14bdaf04ce,6e8e751584b3e3141e3e3c39f71408c2,5,Gostei,Ã“timo perfume. FragrÃ¢ncia maravilhosa. Recomendo,7/12/2018 0:00,7/15/2018 2:57
7c38b0697f3d800e6314b76b382a9f7e,ab6e1678559b60b6e6a7db4837d6664d,5,Pedaleira plataforma,O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. JÃ¡ instalei e ficou show. ,7/28/2018 0:00,7/28/2018 21:12
f99ff17e430a53efe61d359faa3b425e,009838529bb913846ab6670d22865381,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÃ‡ÃƒO. PRODUTO COM DEFEITO,6/27/2018 0:00,6/28/2018 11:09
169f34e00e26eea55ba60c7b19170e66,93aa1607392862dacfb4b54774480f1d,5,Regular ,Loja em si Ã© boa pena a americana nao da suporte ao cliente ,5/10/2018 0:00,5/10/2018 19:02
11d080870bba1f6ee139bd07dc192d2e,4433ebc14c69e56090cb4e96d574d9c3,4,Bom,Acho que o produto deveria ter um prazo de validade maior.,5/15/2018 0:00,5/15/2018 19:52
9a2056d86f12c153d8fbc8d9005e6ac8,54822c94cce4ceb64eb08bbb05fa8fea,5,Entrega antes do prazo.,"Entrega antes do prazo, recomendo essa loja.",5/12/2018 0:00,5/13/2018 1:36
7a845d0d61a2195360d6856d4f0bbaa8,efd5eba320d140f8659440d74a81fc90,5,super recomendo,"agradeÃ§o muito, pois recebi o produto correto conforme encontrado no site, a entrega foi super rÃ¡pida. fiquei muito satisfeito e com certeza vou recomentar para os amigo.",5/8/2018 0:00,5/10/2018 19:24
73c3dcf098d78d2bdd96f22aff4f15ef,3d2919530aea3496b5773b143910145f,5,muito bom,bom,8/21/2018 0:00,8/22/2018 21:52
80877ac989fee57cd52b92256f3d11a0,fc746d47c955d1db95910a81fb288e23,5,recomendo,muito bom.super recomendo.entrega sempre certa.,5/19/2018 0:00,5/22/2018 22:40
317a22fbeac23df2d0e098bf85ab709b,de4090fd9b7900d46323b0c7c36b7128,5,Otimo produtos,Ainda nao instalei mais gostei muito,5/12/2018 0:00,5/15/2018 3:25
de7648e683482829b3ac3ba3a4ae64a0,21dd600edd64e225d04af3670d1803b3,5,LuminÃ¡ria excelente,Bom produto. Entrega rÃ¡pida. Recomendo,5/15/2018 0:00,5/19/2018 22:06
72cc238a6aa8a5af88b0c17ebf469c95,24125310335475b73015f74ec4327c2a,5,chegou antes do prazo de ,muito bom,7/27/2018 0:00,8/22/2018 13:38
d6050b36487220bdaccd334bb5ef4743,38d11c87fc409de31e930084abb0c7a4,5,MUITO BOA AMERICANA ,Ã“tima rÃ¡pida na entrega OBRIGADO ,8/25/2018 0:00,8/25/2018 22:07
d8d62030afbc777000b61bdfc7312939,14a05c02d483800864e5c19a3a7f0ee2,2,Entrega de encomenda,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda nÃ£o ser entregue ,8/31/2018 0:00,8/31/2018 10:22
13e80f4d3fe96747729573b4a95484ab,07d60a76803db63f0ca6708011e8cf9b,5,Excelente!,O produto chegou antes do prazo. ,4/29/2018 0:00,4/29/2018 21:53
b2afc68cb2d3f8cbf7bf956f76c0855c,80fcac926630a1f8dac09acd966434ed,1,PRODUTO PÃ‰SSIMO,PRODUTO JA CHEGOU COM DEFEITO NÃƒO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,5/1/2018 0:00,5/4/2018 20:31
727fdc53d2891323aa72c4c79650c325,6e28885b3b46ef6ae9dfa9209e1c8c48,5,Muito bom,Produto de Ã³tima qualidade,6/20/2018 0:00,6/22/2018 17:28
07405437bacbc37e029fe5f5e10cb4c3,724c7b9d5d226631f82c0c09a9f51685,5,Otima,Excelente,7/6/2018 0:00,7/7/2018 22:24
ded7897490401f7aec8ce868a10fea17,c3a937f97910c3602c1e4cdb4b951b1e,4,recomendaria sim,"bom , foi o que esperava.",7/11/2018 0:00,7/15/2018 11:44
43375ed8d561b2d0dec4486143cb871c,21717aa89515f9499d2c94578f7848f8,5,Recomendo,RelÃ³gio lindo entrega antes do prazo,6/23/2018 0:00,6/24/2018 13:46
da9f8f6a08145c2d7c041e57a3f262be,25be8e0ff01817a8a96f61605da2e447,4,capa de notbuk ,Veio conforme o anunciado simples mais bonita. ,8/31/2018 0:00,8/31/2018 21:43
db64106aff6c7180cb841937f43f5f44,208215ef3138230b69b97f3fb415e9bc,1,Entrega atrasada,Ainda nÃ£o recebi o produto...,5/24/2018 0:00,5/25/2018 1:27
d6b0a9e1cc2bd827de2f63af37710456,41a48f4dc75f01b16dfa7e32cb456ebc,1,Comprei 2 produtos ,Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa ! ,4/27/2018 0:00,5/7/2018 14:58
30f2619843ddd4a19bbcb306669d2bf0,5bb8d2fbca419676d395687e28f5263b,5,Muito Bom,SÃ³ imaginei que fosse maior a boneca. Mais Ã© legal ,7/24/2018 0:00,7/26/2018 22:37
02dae59a597c87b10313d8d7191a2dfa,49935c2c36ceb474c290a1987bbb941e,3,Bom ,Muito bom.,7/24/2018 0:00,7/25/2018 13:59
4d59d6249215713bfda42353af53f255,4ab8b7a8e23908984157974ae4ad6436,4,Produto entregue,Produto bom e entregue antes do previsto.,6/2/2018 0:00,6/4/2018 19:53
eaeafb542d4447da454cf68e302ae2bf,b8615aa7e6248212cab23e120279acf2,4,Boa,"Ainda nÃ£o usei em nenhuma viagem, mas parece ser muito boa.",6/16/2018 0:00,6/17/2018 14:05
c27c301777803a6c53b4306aa298bfbd,4cae9d93ca1f1266e9ddfc79f7ff85db,4,Ã“timo,Adoro comprar nas lojas lannister,8/31/2018 0:00,8/31/2018 23:20
b51d516182fbac0aacc8b086e803dcde,4d59391202a2a67c2e2fea6f349a67f5,5,PÃ©ssima ,Recebi o produto que eh falso quero meu dinheiro de volta ,8/18/2018 0:00,8/20/2018 17:12
844f12cb44cb2c97b033854a64b4727a,a0727c663f544d6618123c94c779f29b,5,Mto bom,"Recebi o produto no prazo, tudo ok",6/27/2018 0:00,7/9/2018 17:50
6318842b0d533f35b17c4b1cfa7df5ea,f0b673967b0be0bfcc14490d3d1842a8,5,Tudo como prometido,Entrega no prazo e como descrito no site,8/14/2018 0:00,8/17/2018 3:07
48869ca20e2ca762cd6bdd880c8ccae5,32efd401773730f7d0d1c5ae2b841465,5,RecomendadÃ­ssimo,Fui surpreendido pela eficÃ¡cia. Ã“timo atentimento.,7/5/2018 0:00,7/5/2018 21:28
0aad108b136bfe5d026d5aee9fb08323,d1ec61b50c7780944fab32ad8b873c85,5,Muito bom o produto,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. ParabÃ©ns.",7/21/2018 0:00,7/23/2018 22:59
869696516d580a0871642308af4301f2,2927b6be262c5528b8135e5d330c00f9,4,Produto entregue no prazo,Ainda nÃ£o utilizei o produto,6/5/2018 0:00,6/8/2018 10:35
6b2ec71624eb21ea03eb7cfbcfbb489a,e0ef63a06438a4f6dfa047fc41217f8e,5,SÃ©rio e RÃ¡pido ,PrestaÃ§Ã£o de serviÃ§os de alta qualidade ,8/21/2018 0:00,8/24/2018 2:13
da56af7a9b34fdcf8819096258def9f6,4d5779c1406a8459afe82091e0dae935,5,Ã“timo,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark estÃ¡ de parabÃ©ns .",8/14/2018 0:00,8/20/2018 20:45
f9d15d1ab33610f6fcda6aa6ab4c414d,b744841b6a754e51042b8abcab208ffe,4,Produto bom,Gostei muito,8/3/2018 0:00,8/3/2018 4:18
cb50716c99a5928ef74d3052408b77ed,2c06e4f488be0af43964ad30b123034e,5,Ã“timo ,"Protudo chegou em Ã³timo estado de conservaÃ§Ã£o, e antes do prazo!",6/9/2018 0:00,6/10/2018 11:52
accb12fbc0a0fd74edb43caea51c87e9,6ff0c72cd26c7ea730935abff483f2e8,5,Entregue no prazo,Muito satisfeito eu recomendo,8/17/2018 0:00,8/18/2018 12:11
8b712cf2f200e83a1082ecd7bfc6e4f2,5b305608c98ca66ced71cde019aba8e9,1,descriÃ§Ã£o do produto erra,"a descriÃ§Ã£o do produto estava errada e nÃ£o consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda nÃ£o obtive resposta",5/22/2018 0:00,6/5/2018 20:53
22d2c8858b0c2a3536a1fae8f6b1a0f0,544f1ebc2ee31c6f923a4feba2e0677e,5,Aprovado,"Chegou um pouco antes do prazo, isso Ã© bom",4/26/2018 0:00,4/27/2018 22:49
371a37ca26fc269601f5c60ba88f9535,6c5d1e03493316b72304f07834a03325,1,NÃ£o entregou no tempo .,Sem pontualidade nÃ£o da satisfaÃ§Ã£o ao cliente.,7/13/2018 0:00,7/13/2018 17:20
1b0193dec8f270afea83302dc238f7e6,b26281af4e5c3a50b10887f626ee883f,1,Entrega Parcial.,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,5/5/2018 0:00,5/8/2018 11:19
36282fdbf0292498bb3b69523970b9e2,b170f1243a620b65504157b83f69a2e0,5,Friso lateral onix,Otimo produto,5/9/2018 0:00,5/10/2018 9:07
44bb8c2ad3bb9c2bb3552a034eeffc4c,56c79c2be1ceff5839d56e340e847833,2,Bebedouro,Bom dia ... comprei um bebedouro vermelho metÃ¡lico... Ã© recebi um bebedouro Rosa... obs... meu cachorro Ã© macho...,5/8/2018 0:00,5/11/2018 11:03
49673f9eaf3b9b23234dc2c7301f5b95,e86dc64373eaaf9fc1d9d58bfce38f2f,1,Produto com avaria,"Comprei 2 unidades do produto, veio avariado visto que a embalagem Ã© muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressÃ£o que dog colocado em cima dele.",5/18/2018 0:00,5/20/2018 19:29
6ca11f1297156d3351a86c3b13b794b0,7e61f390f3e0aa3b112e56091d2b9ee3,1,Pedido cancelado,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartÃ£o de crÃ©dito.,8/30/2018 0:00,8/30/2018 7:49
746bdd10d791a54478316cf3a246a3de,f39dca700fa8e7f2ccbdf7a9c7f8af1e,5,Excelente,"Produto chegou no prazo, em perfeitas condiÃ§oes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",5/3/2018 0:00,5/4/2018 0:44
60ef633993197390978284101385bbf7,c14280403027095676ce13109d5e2864,3,Bom relÃ³gio entrega ruim,"Produto de qualidade, entrega muito demorada",4/17/2018 0:00,5/4/2018 5:41
3b2d60e294fd05f9b84252474fe09c8a,1a1b532e9fc48a702923b8ef014735e9,5,Bom,Gostei muito,7/11/2018 0:00,7/12/2018 13:45
944b53fe2aaad7bf9629a0843e1be401,6f7e43972ed0a7fdbf29edf7cde6d2ad,5,Produto otimo!!,"ate agora tudo perfeito, produto e entrega no prazo",8/16/2018 0:00,8/16/2018 20:46
0edf369d108dfc1f8b379c8891a3da90,ab589d1a6095c7f435a62f503146e1cf,5,Recomendo,Tudo ok.,5/12/2018 0:00,5/19/2018 0:35
1bb3b0d6a428cfdcf089dacd86b2436c,470ae997eff151effb3503add146880b,5,Entregue no prazo,Super recomendo os produtos sÃ£o lindos!!ðŸ˜ðŸ˜,6/7/2018 0:00,6/8/2018 3:26
3547ade529a1b5a5e093456476b22c58,d8721b9f395286c3b43ff47a250ad40a,2,Produto errado ,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, Ã± Ã© a q pedi.... pedi reembolso e creio q isso correrÃ¡ bem.",8/5/2018 0:00,8/5/2018 22:29
6a4dfc5eeb7c30330534e09ee9b26ff3,8bab0782e1f2a9fdc338a883c124f75b,5,Ã³tima,produto chegou antes do prazo estabelecido.,8/3/2018 0:00,8/6/2018 11:11
36616d6d454efa4f7e3d4ae66699a318,55af89bd3634844abc96b00c4caa76a5,5,Top,"Excelente chegou antes do combinado, parabÃ©ns!",8/11/2018 0:00,8/15/2018 16:24
95f8467982c03b0cc9eb587933347e63,67816bc8a83ed1ca09b99c2512cbedb3,4,Recomendo,"APESAR DE NÃƒO TER UM BOM ACABAMENTO, O PRODUTO Ã‰ BEM FUNCIONAL.",7/7/2018 0:00,7/12/2018 10:35
089309332406b2ac838750c5e933181f,2709ee9d4fc363bd22b6bc782fa3668f,2,Esclarecimento,Boa noite na compra diz wireless 150mbs Multilaser mais 3g nÃ£o teria que vim o modem 3g que conecta no USB nele.,6/6/2018 0:00,6/7/2018 1:59
57207975f6a1d00f8df01557de65cb1e,1fc6cc3c8938adb70a710cc1b701337b,4,Satisfeito,Satisfeito ,6/28/2018 0:00,6/28/2018 23:08
34482d4f2e4c3414578e6db34362bdab,fedc85bb24209961b595782f2c259c4a,5,Ok,Muito bom recomendo,7/21/2018 0:00,7/25/2018 10:37
3620d6e5d561991af5ff9f6a8bdcc3c4,2c9bc10b715272770d51948b929485f7,5,exelente,atendeu as expectivas,6/1/2018 0:00,6/27/2018 15:33
4c473561a45ac9ea4ccf3868ffb8a75f,f82746601c1969d00d63e14a786f322d,5,Ok,Mercadoria conforme foi pedido. Chegou antes do prazo. Recomendo!,8/30/2018 0:00,8/31/2018 1:55
e9b1efcc9dd695b59c0dc9c52906c58f,e57e73a70eae13788da4c7fd3b96ed0b,1,NÃ£o recebi os dois produt,Recebi apenas 1 perfume (perfume H2O). O perfume Ototemo NÃƒO recebi ainda. Estou preocupada pois no pedido consta que recebi dois perfumes!!!,5/9/2018 0:00,5/10/2018 9:09
