seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_latitude,seller_longitude
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.322873155555556,-48.82978241412698
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.652750140855616,-48.19225417877006
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.867847334516128,-44.030824472096775
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.49153844142857,-49.05258222166667
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.7572251051417,-48.82954113574898
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,-23.71518810422222,-46.54593642533334
3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.12269854057143,-48.96345173228571
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,-23.71162949096774,-46.41240377387096
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-23.636787761403507,-46.71234736894737
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.245854398000002,-48.318020298
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.4299677,-50.20535950153847
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,-23.626961615185184,-46.86795965444444
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.21497657330986,-49.63785341690141
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-23.593782438,-46.61636875533333
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.505588012843138,-47.46982036754902
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.83804181112392,-43.32250108
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.359603054673915,-48.07429595967391
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.985270709166667,-43.20422973160714
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.526918026399997,-46.6404669784
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.7575919465,-42.88769779
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.63490646235294,-46.77217242264706
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.82255119142857,-49.49204269571429
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.675528470701757,-46.53909218807018
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.295149560833334,-50.34302941717593
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.543143412,-46.490138112
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.83665865808989,-43.945342508202245
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.88624478823009,-43.26754294858407
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.90779821764706,-43.24311744117647
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.7572251051417,-48.82954113574898
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.572833550196076,-46.65913941705882
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.675665411739132,-50.43769976782609
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.694436417386363,-46.988337860994314
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.790819123142857,-48.184614002507935
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.33894383140625,-41.75585289953125
62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.202662995619836,-47.29578408636363
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.392217406249998,-47.57841851926136
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.321030637777778,-51.14176307866666
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.504224059285715,-46.72791155857143
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.179728043636366,-47.808569828080806
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69335122941606,-45.259409436423354
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.612325102666667,-46.597646184666665
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.693488565333332,-50.042617175000004
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.7572251051417,-48.82954113574898
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.532707880588234,-46.51500702117647
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.83837999111111,-47.95319232111111
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.503980726250003,-46.840983806666664
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.545622892,-46.64144894
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.3580189021875,-49.28832810734375
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.827692415,-47.92435900375
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.473110842340425,-46.60078259212766
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.501458006842107,-46.62881021157895
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.66062958625,-56.0525236903125
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.03353594097087,-47.90920063203884
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.54108523875,-46.63841835875
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.548762721578946,-46.56655446394737
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.924079374034093,-43.21379225323864
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.296044665405404,-53.31513813675676
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.931006872327043,-43.689099106100635
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.939737532098764,-46.35932535024691
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.5401605625,-46.548303045
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.428805561333332,-49.71100820666666
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.444451769298244,-49.3279463068421
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.568716844827584,-46.43836715172414
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.871521064186048,-52.18009819046512
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.66410368142857,-46.68716207
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.200305727962085,-47.80256738075829
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.004667509090908,-42.71946285818182
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.173485938235295,-51.15100515117647
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.28509980072093,-35.97075615488372
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.424626849759036,-49.253822598433736
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.528262370089287,-47.38709863745536
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.484013529010987,-49.272425378241756
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.976903537857142,-38.496407669999996
b18dc380845b24038cfc48006478f099,9951,diadema,SP,-23.6887834375,-46.590612059166666
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,-23.49188115647059,-46.35030865607843
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.60942957932692,-48.79641907105769
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,-23.464355468,-46.53785009225
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,-23.572512867913044,-46.81926186147826
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.521762863232324,-49.143007266868686
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.911558889224807,-48.656593411085275
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,-23.583158454444444,-46.538070627407414
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,-23.580529891739133,-46.61889914304347
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,-23.539650455384617,-46.632176137692305
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.45916050960227,-49.284315543863634
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.929583472407405,-53.13574977981481
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,-23.5657691321875,-46.581266596875
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,-23.47793014846154,-46.682875772307696
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.42921071848485,-51.94819553833334
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,-23.53907884368421,-46.638720720526315
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,-23.564926053636363,-46.66445392431819
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.924775965392154,-43.946945168725485
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,-23.539589435079364,-46.358602111904766
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,-23.569576854705883,-46.61837758705882
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.600556473804346,-47.40776690347826
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.97201243956522,-46.31432698357488
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,-23.537663121644446,-46.88891542595556
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.473110842340425,-46.60078259212766
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.43792026373913,-44.76330196617392
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.155772215360827,-47.803224921134024
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.94161753869565,-43.04381833630435
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.795702554636364,-50.87915583022727
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,-23.540845820285714,-46.83743716485714
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.532845414,-46.77971981925
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.831525159142856,-43.01538137357143
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.959375347407407,-54.97100762827161
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,-23.587872936,-46.636479238
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.826359245233647,-49.27062513247663
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.140480447428573,-47.79133637699999
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,-23.56908297173913,-46.69770339608696
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.728907463999995,-52.536128292
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.75876919298,-38.5676255334
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,-23.439511516049382,-46.4220623582716
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,-23.468252112115387,-46.55122120903846
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.131247997664232,-51.10292537919708
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.28029376409524,-48.795939733428575
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.937081168644067,-43.97633058491525
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.35373497346154,-49.10140285230769
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.30398863621951,-45.96290537914634
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.275618817213115,-47.27641618893443
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,-23.538063325909093,-46.506596551818184
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.004522453455657,-51.152808530795106
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.44371623376,-48.40131742764
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,-23.690780714444443,-46.855553606481486
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.837271312232558,-35.12726894395349
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,-23.56943272,-46.42103716620253
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.410225367016128,-42.899309533198924
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.347656923546797,-48.784457095024635
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,-23.54692116817073,-46.92972402731707
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.651545666666667,-49.267951053333334
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,-23.725520770470588,-46.68751211341176
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.88182474647059,-43.46846528423529
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,-23.539650455384617,-46.632176137692305
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.54158954035714,-46.57153526785714
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.16756163421053,-51.15490928447368
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,-23.6569772125,-46.5748929875
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.219289067744898,-35.890807124285715
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-28.455579879333335,-50.23598069533333
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.479003499999997,-44.49745094168421
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,-26.487423066172838,-49.080731966790125
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,-23.49120819115385,-46.583512344999995
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,-23.5970626575,-46.742571177
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-23.013945234556576,-43.46302017510703
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,-23.515063523829788,-46.4399660787234
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,-23.62901645576923,-46.732074017307696
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,-27.54707874263158,-48.497825820350876
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,-23.498785561179773,-47.500055879775275
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,-23.519415634285714,-46.59183884714286
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,-21.140480447428573,-47.79133637699999
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,-23.53604709462963,-47.46933594092592
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,-23.663212565000002,-46.4152866675
eec3469d83e142f9a104886655338c37,17030,bauru,SP,-22.321734562808988,-49.045943797640454
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,-22.341183963809524,-49.095235608095244
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,-19.983701201093748,-44.00153216494792
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,-23.17943659795082,-47.31312034098361
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,-16.7355380259375,-49.30273809
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,-19.787387957512955,-42.139145251735755
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,-22.81150579823009,-43.32658130221239
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,-20.49638324869919,-47.418025496585365
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,-21.804909631894738,-49.60375572031579
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,-23.509593213636364,-46.66675486045454
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,-21.17296091773196,-47.82265435587629
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,-28.3289136708,-49.176187613
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,-21.125795408666665,-42.926267286
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,-23.691163785163933,-46.54398066827869
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,-21.7572251051417,-48.82954113574898
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,-23.387618063777776,-51.90809845511111
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,-20.8234518345,-49.344367935499996
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,-22.896740934468088,-47.06927304340426
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,-22.834410685906978,-43.2768594175814
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,-21.867396479427608,-47.47862930161616
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,-29.510450342976192,-50.781620269523806
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,-23.64063703,-46.541982066048384
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,-26.888718830925924,-49.10205767981482
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,-23.670768199479166,-46.505497557604166
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,-23.62094479619632,-46.52753177564417
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,-23.587620789,-46.4884708125
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,-23.552752936666668,-46.58522657333334
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,-23.553604297142858,-46.572699909047614
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC,-26.873098605192304,-49.12791137403846
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP,-23.514441607913046,-46.19235059226087
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,-23.93883932732143,-46.32623743232143
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP,-23.50652124368421,-46.771908341842106
50bf89f1349bc0409a268c3a49678009,15155,jaci,SP,-20.884314634074073,-49.571846371481485
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,-20.43792026373913,-44.76330196617392
42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO,-16.666664917142857,-49.26365101857142
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,-23.04965573538889,-47.83730315644444
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP,-23.53604709462963,-47.46933594092592
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP,-23.527444774285716,-46.63974837476191
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP,-22.74359315025641,-47.31168498512821
f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP,-23.549234216285715,-46.648801119714285
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP,-23.48030417047619,-46.682830974761906
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,-22.89385249552381,-43.23782675333334
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,-21.7572251051417,-48.82954113574898
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,-23.554636656666666,-51.45024532266667
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP,-20.767701271518987,-49.38807187556962
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,-22.937049735827337,-43.17695405374101
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR,-23.387618063777776,-51.90809845511111
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP,-23.587538246,-46.634467894
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP,-23.47244018238095,-46.55412847047619
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP,-21.426733169411765,-50.06510992411764
c04d70d515d15a7e3db3a73320598566,24020,niteroi,RJ,-22.893526345714285,-43.1204212425
